id,y,year,stage,match,gameday,time,home,away,stadium,tv,address,capa,absorp
16033,5022,2014,Ｊ２,第６節第１日,04/05(土),13:04,ＦＣ岐阜,アビスパ福岡,岐阜メモリアルセンター長良川競技場,スカパー！／スカパー！プレミアムサービス／岐阜放送（録）,岐阜県岐阜市長良福光大野2675-28,20000,0.3971807692307693
16034,1450,2014,Ｊ２,第６節第１日,04/05(土),13:03,カマタマーレ讃岐,栃木ＳＣ,香川県立丸亀競技場,スカパー！／スカパー！プレミアムサービス,香川県丸亀市金倉町830,22338,0.15050179474031208
16035,3048,2014,Ｊ２,第６節第１日,04/05(土),13:03,Ｖ・ファーレン長崎,ギラヴァンツ北九州,長崎県立総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス,長崎県諫早市宇都町27-1,20246,0.20680216668313087
16036,7014,2014,Ｊ２,第６節第１日,04/05(土),15:03,ジュビロ磐田,ザスパクサツ群馬,ヤマハスタジアム（磐田）,スカパー！／スカパー！プレミアムサービス,静岡県磐田市新貝2500,15165,0.5819523700829339
16037,4371,2014,Ｊ２,第６節第１日,04/05(土),16:04,モンテディオ山形,愛媛ＦＣ,ＮＤソフトスタジアム山形,スカパー！／スカパー！プレミアムサービス,山形県天童市山王1-1,21292,0.28629297388690594
16038,3719,2014,Ｊ２,第６節第１日,04/05(土),16:03,横浜ＦＣ,ロアッソ熊本,ニッパツ三ツ沢球技場,スカパー！／スカパー！プレミアムサービス,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0.317776411716492
16039,7117,2014,Ｊ２,第６節第１日,04/05(土),16:04,湘南ベルマーレ,ファジアーノ岡山,Ｓｈｏｎａｎ　ＢＭＷスタジアム平塚,スカパー！／スカパー！プレミアムサービス,神奈川県平塚市大原1-1,15100,0.5248951434878587
16040,6108,2014,Ｊ２,第６節第１日,04/05(土),16:03,大分トリニータ,京都サンガF.C.,大分銀行ドーム,スカパー！／スカパー！プレミアムサービス,大分県大分市大字横尾1351,40000,0.18683125000000006
16041,6887,2014,Ｊ２,第７節第１日,04/13(日),13:03,栃木ＳＣ,松本山雅ＦＣ,栃木県グリーンスタジアム,スカパー！／スカパー！プレミアムサービス／とちぎテレビ（録）,栃木県宇都宮市清原工業団地32,15589,0.3370581820514465
16042,6407,2014,Ｊ２,第７節第１日,04/13(日),13:04,ザスパクサツ群馬,水戸ホーリーホック,正田醤油スタジアム群馬,スカパー！／スカパー！プレミアムサービス／群馬テレビ,群馬県前橋市敷島町66,15135,0.2190587740637295
16043,6072,2014,Ｊ２,第７節第１日,04/13(日),13:03,大分トリニータ,コンサドーレ札幌,大分銀行ドーム,スカパー！／スカパー！プレミアムサービス,大分県大分市大字横尾1351,40000,0.18683125000000006
16044,5658,2014,Ｊ２,第７節第１日,04/13(日),14:03,横浜ＦＣ,ＦＣ岐阜,ニッパツ三ツ沢球技場,スカパー！／スカパー！プレミアムサービス,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0.317776411716492
16045,6565,2014,Ｊ２,第７節第１日,04/13(日),14:04,京都サンガF.C.,モンテディオ山形,京都市西京極総合運動公園陸上競技場兼球技場,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都（録）,京都府京都市右京区西京極新明町29,20588,0.3784874684282106
16046,2272,2014,Ｊ２,第７節第１日,04/13(日),14:04,愛媛ＦＣ,カターレ富山,ニンジニアスタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ松山,愛媛県松山市上野町乙46,15576,0.25898818695428866
16047,4833,2014,Ｊ２,第７節第１日,04/13(日),16:03,アビスパ福岡,Ｖ・ファーレン長崎,レベルファイブスタジアム,スカパー！／スカパー！プレミアムサービス／テレビ西日本（録）,福岡県福岡市博多区東平尾公園2-1-1,22563,0.23257102335682314
16048,3970,2014,Ｊ２,第７節第１日,04/13(日),16:03,ギラヴァンツ北九州,ジュビロ磐田,北九州市立本城陸上競技場,スカパー！／スカパー！プレミアムサービス,福岡県北九州市八幡西区御開4-16-1,10202,0.3222244004443573
16049,9305,2014,Ｊ２,第７節第１日,04/13(日),17:03,ジェフユナイテッド千葉,湘南ベルマーレ,フクダ電子アリーナ,スカパー！／スカパー！プレミアムサービス,千葉県千葉市中央区川崎町1-20,18500,0.4920360360360361
16050,5473,2014,Ｊ２,第７節第１日,04/13(日),17:03,東京ヴェルディ,ファジアーノ岡山,国立競技場,スカパー！／スカパー！プレミアムサービス,東京都新宿区霞ヶ丘町10,54224,0.16217910888167605
16051,6574,2014,Ｊ２,第７節第１日,04/13(日),19:03,ロアッソ熊本,カマタマーレ讃岐,うまかな・よかなスタジアム,スカパー！／スカパー！プレミアムサービス,熊本県熊本市東区平山町2776,32000,0.2360375
16052,8536,2014,Ｊ２,第８節第１日,04/20(日),13:03,コンサドーレ札幌,ザスパクサツ群馬,札幌ドーム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ札幌,北海道札幌市豊平区羊ヶ丘1,39232,0.2905867659053833
16053,11989,2014,Ｊ２,第８節第１日,04/20(日),13:03,松本山雅ＦＣ,京都サンガF.C.,松本平広域公園総合球技場,スカパー！／スカパー！プレミアムサービス,長野県松本市神林5300,20396,0.5906346015558607
16054,5733,2014,Ｊ２,第８節第１日,04/20(日),13:04,カターレ富山,ジェフユナイテッド千葉,富山県総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス／ＮＨＫ富山,富山県富山市南中田368,25250,0.18005610561056107
16055,5460,2014,Ｊ２,第８節第１日,04/20(日),13:04,ＦＣ岐阜,栃木ＳＣ,岐阜メモリアルセンター長良川競技場,スカパー！／スカパー！プレミアムサービス／岐阜放送,岐阜県岐阜市長良福光大野2675-28,20000,0.3971807692307693
16056,3340,2014,Ｊ２,第８節第１日,04/20(日),13:03,Ｖ・ファーレン長崎,愛媛ＦＣ,長崎県立総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス／長崎国際テレビ,長崎県諫早市宇都町27-1,20246,0.20680216668313087
16057,7039,2014,Ｊ２,第８節第１日,04/20(日),16:04,湘南ベルマーレ,大分トリニータ,Ｓｈｏｎａｎ　ＢＭＷスタジアム平塚,スカパー！／スカパー！プレミアムサービス,神奈川県平塚市大原1-1,15100,0.5248951434878587
16058,9346,2014,Ｊ２,第８節第１日,04/20(日),16:05,ジュビロ磐田,横浜ＦＣ,ヤマハスタジアム（磐田）,スカパー！／スカパー！プレミアムサービス,静岡県磐田市新貝2500,15165,0.5819523700829339
16059,2015,2014,Ｊ２,第８節第１日,04/20(日),16:02,カマタマーレ讃岐,アビスパ福岡,香川県立丸亀競技場,スカパー！／スカパー！プレミアムサービス,香川県丸亀市金倉町830,22338,0.15050179474031208
16060,5766,2014,Ｊ２,第８節第１日,04/20(日),17:04,モンテディオ山形,ロアッソ熊本,ＮＤソフトスタジアム山形,スカパー！／スカパー！プレミアムサービス,山形県天童市山王1-1,21292,0.28629297388690594
16061,3359,2014,Ｊ２,第８節第１日,04/20(日),18:03,水戸ホーリーホック,東京ヴェルディ,ケーズデンキスタジアム水戸,スカパー！／スカパー！プレミアムサービス,茨城県水戸市小吹町2058-1,12000,0.3853958333333334
16062,6117,2014,Ｊ２,第８節第１日,04/20(日),19:03,ファジアーノ岡山,ギラヴァンツ北九州,シティライトスタジアム,スカパー！／スカパー！プレミアムサービス,岡山県岡山市北区いずみ町2-1,20000,0.4134791666666667
16064,2100,2014,Ｊ２,第９節第１日,04/26(土),13:04,ザスパクサツ群馬,アビスパ福岡,正田醤油スタジアム群馬,スカパー！／スカパー！プレミアムサービス,群馬県前橋市敷島町66,15135,0.2190587740637295
16065,8170,2014,Ｊ２,第９節第１日,04/26(土),13:03,東京ヴェルディ,ジュビロ磐田,味の素スタジアム,スカパー！／スカパー！プレミアムサービス,東京都調布市西町376-3,49970,0.10955073043826297
16066,13657,2014,Ｊ２,第９節第１日,04/26(土),13:04,松本山雅ＦＣ,ＦＣ岐阜,松本平広域公園総合球技場,スカパー！／スカパー！プレミアムサービス／長野朝日放送,長野県松本市神林5300,20396,0.5906346015558607
16067,6053,2014,Ｊ２,第９節第１日,04/26(土),14:03,横浜ＦＣ,湘南ベルマーレ,ニッパツ三ツ沢球技場,スカパー！／スカパー！プレミアムサービス,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0.317776411716492
16068,6163,2014,Ｊ２,第９節第１日,04/26(土),14:04,京都サンガF.C.,愛媛ＦＣ,京都市西京極総合運動公園陸上競技場兼球技場,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都（録）,京都府京都市右京区西京極新明町29,20588,0.3784874684282106
16069,6581,2014,Ｊ２,第９節第１日,04/26(土),16:03,ジェフユナイテッド千葉,カマタマーレ讃岐,フクダ電子アリーナ,スカパー！／スカパー！プレミアムサービス,千葉県千葉市中央区川崎町1-20,18500,0.4920360360360361
16070,3367,2014,Ｊ２,第９節第１日,04/26(土),16:03,ギラヴァンツ北九州,モンテディオ山形,北九州市立本城陸上競技場,スカパー！／スカパー！プレミアムサービス,福岡県北九州市八幡西区御開4-16-1,10202,0.3222244004443573
16071,5971,2014,Ｊ２,第９節第１日,04/26(土),16:03,大分トリニータ,カターレ富山,大分銀行ドーム,スカパー！／スカパー！プレミアムサービス,大分県大分市大字横尾1351,40000,0.18683125000000006
16072,7355,2014,Ｊ２,第９節第１日,04/26(土),17:04,ロアッソ熊本,Ｖ・ファーレン長崎,うまかな・よかなスタジアム,スカパー！／スカパー！プレミアムサービス,熊本県熊本市東区平山町2776,32000,0.2360375
16073,6381,2014,Ｊ２,第９節第１日,04/26(土),19:03,ファジアーノ岡山,コンサドーレ札幌,シティライトスタジアム,スカパー！／スカパー！プレミアムサービス,岡山県岡山市北区いずみ町2-1,20000,0.4134791666666667
16074,3870,2014,Ｊ２,第１０節第１日,04/29(火・祝),13:04,ＦＣ岐阜,ザスパクサツ群馬,岐阜メモリアルセンター長良川競技場,スカパー！／スカパー！プレミアムサービス／ＮＨＫ岐阜,岐阜県岐阜市長良福光大野2675-28,20000,0.3971807692307693
16075,3807,2014,Ｊ２,第１０節第１日,04/29(火・祝),13:04,カマタマーレ讃岐,横浜ＦＣ,香川県立丸亀競技場,スカパー！／スカパー！プレミアムサービス／ＮＨＫ高松,香川県丸亀市金倉町830,22338,0.15050179474031208
16076,7875,2014,Ｊ２,第１０節第１日,04/29(火・祝),13:04,アビスパ福岡,ギラヴァンツ北九州,レベルファイブスタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ福岡／ＮＨＫ北九州,福岡県福岡市博多区東平尾公園2-1-1,22563,0.23257102335682314
16077,6121,2014,Ｊ２,第１０節第１日,04/29(火・祝),13:04,Ｖ・ファーレン長崎,大分トリニータ,長崎県立総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス／ＮＨＫ長崎,長崎県諫早市宇都町27-1,20246,0.20680216668313087
16078,6781,2014,Ｊ２,第１０節第１日,04/29(火・祝),14:04,カターレ富山,松本山雅ＦＣ,富山県総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス／富山テレビ,富山県富山市南中田368,25250,0.18005610561056107
16079,2935,2014,Ｊ２,第１０節第１日,04/29(火・祝),14:03,愛媛ＦＣ,栃木ＳＣ,ニンジニアスタジアム,スカパー！／スカパー！プレミアムサービス／あいテレビ,愛媛県松山市上野町乙46,15576,0.25898818695428866
16080,5283,2014,Ｊ２,第１０節第１日,04/29(火・祝),16:04,モンテディオ山形,ファジアーノ岡山,ＮＤソフトスタジアム山形,スカパー！／スカパー！プレミアムサービス,山形県天童市山王1-1,21292,0.28629297388690594
16081,6108,2014,Ｊ２,第１０節第１日,04/29(火・祝),16:04,ジュビロ磐田,ジェフユナイテッド千葉,ヤマハスタジアム（磐田）,スカパー！／スカパー！プレミアムサービス,静岡県磐田市新貝2500,15165,0.5819523700829339
16082,10163,2014,Ｊ２,第１０節第１日,04/29(火・祝),17:03,コンサドーレ札幌,東京ヴェルディ,札幌ドーム,スカパー！／スカパー！プレミアムサービス,北海道札幌市豊平区羊ヶ丘1,39232,0.2905867659053833
16083,3431,2014,Ｊ２,第１０節第１日,04/29(火・祝),17:03,水戸ホーリーホック,ロアッソ熊本,ケーズデンキスタジアム水戸,スカパー！／スカパー！プレミアムサービス,茨城県水戸市小吹町2058-1,12000,0.3853958333333334
16084,7923,2014,Ｊ２,第１０節第１日,04/29(火・祝),19:04,湘南ベルマーレ,京都サンガF.C.,Ｓｈｏｎａｎ　ＢＭＷスタジアム平塚,スカパー！／スカパー！プレミアムサービス,神奈川県平塚市大原1-1,15100,0.5248951434878587
16085,5775,2014,Ｊ２,第１１節第１日,05/03(土・祝),13:03,栃木ＳＣ,コンサドーレ札幌,栃木県グリーンスタジアム,スカパー！／スカパー！プレミアムサービス／とちぎテレビ（録）,栃木県宇都宮市清原工業団地32,15589,0.3370581820514465
16086,13732,2014,Ｊ２,第１１節第１日,05/03(土・祝),13:03,松本山雅ＦＣ,愛媛ＦＣ,松本平広域公園総合球技場,スカパー！／スカパー！プレミアムサービス／テレビ信州,長野県松本市神林5300,20396,0.5906346015558607
16087,6614,2014,Ｊ２,第１１節第１日,05/03(土・祝),13:03,アビスパ福岡,大分トリニータ,レベルファイブスタジアム,スカパー！／スカパー！プレミアムサービス／福岡放送（録）,福岡県福岡市博多区東平尾公園2-1-1,22563,0.23257102335682314
16088,6430,2014,Ｊ２,第１１節第１日,05/03(土・祝),14:04,モンテディオ山形,カターレ富山,ＮＤソフトスタジアム山形,スカパー！／スカパー！プレミアムサービス,山形県天童市山王1-1,21292,0.28629297388690594
16089,12115,2014,Ｊ２,第１１節第１日,05/03(土・祝),14:03,東京ヴェルディ,ＦＣ岐阜,国立競技場,スカパー！／スカパー！プレミアムサービス,東京都新宿区霞ヶ丘町10,54224,0.16217910888167605
16090,5581,2014,Ｊ２,第１１節第１日,05/03(土・祝),14:03,ギラヴァンツ北九州,横浜ＦＣ,北九州市立本城陸上競技場,スカパー！／スカパー！プレミアムサービス,福岡県北九州市八幡西区御開4-16-1,10202,0.3222244004443573
16091,5504,2014,Ｊ２,第１１節第１日,05/03(土・祝),16:03,水戸ホーリーホック,湘南ベルマーレ,ケーズデンキスタジアム水戸,スカパー！／スカパー！プレミアムサービス,茨城県水戸市小吹町2058-1,12000,0.3853958333333334
16092,11833,2014,Ｊ２,第１１節第１日,05/03(土・祝),16:03,ジェフユナイテッド千葉,ザスパクサツ群馬,フクダ電子アリーナ,スカパー！／スカパー！プレミアムサービス,千葉県千葉市中央区川崎町1-20,18500,0.4920360360360361
16093,9257,2014,Ｊ２,第１１節第１日,05/03(土・祝),16:06,ジュビロ磐田,Ｖ・ファーレン長崎,ヤマハスタジアム（磐田）,スカパー！／スカパー！プレミアムサービス,静岡県磐田市新貝2500,15165,0.5819523700829339
16094,7581,2014,Ｊ２,第１１節第１日,05/03(土・祝),17:03,ロアッソ熊本,ファジアーノ岡山,うまかな・よかなスタジアム,スカパー！／スカパー！プレミアムサービス,熊本県熊本市東区平山町2776,32000,0.2360375
16095,7340,2014,Ｊ２,第１１節第１日,05/03(土・祝),18:04,京都サンガF.C.,カマタマーレ讃岐,京都市西京極総合運動公園陸上競技場兼球技場,スカパー！／スカパー！プレミアムサービス,京都府京都市右京区西京極新明町29,20588,0.3784874684282106
16096,12302,2014,Ｊ２,第１２節第１日,05/06(火・休),13:03,コンサドーレ札幌,ロアッソ熊本,札幌ドーム,スカパー！／スカパー！プレミアムサービス,北海道札幌市豊平区羊ヶ丘1,39232,0.2905867659053833
16097,4021,2014,Ｊ２,第１２節第１日,05/06(火・休),13:04,カターレ富山,ギラヴァンツ北九州,富山県総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス,富山県富山市南中田368,25250,0.18005610561056107
16098,4478,2014,Ｊ２,第１２節第１日,05/06(火・休),13:03,Ｖ・ファーレン長崎,水戸ホーリーホック,長崎県立総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス,長崎県諫早市宇都町27-1,20246,0.20680216668313087
16099,11650,2014,Ｊ２,第１２節第１日,05/06(火・休),13:03,大分トリニータ,松本山雅ＦＣ,大分銀行ドーム,スカパー！／スカパー！プレミアムサービス,大分県大分市大字横尾1351,40000,0.18683125000000006
16100,7153,2014,Ｊ２,第１２節第１日,05/06(火・休),14:03,横浜ＦＣ,京都サンガF.C.,ニッパツ三ツ沢球技場,スカパー！／スカパー！プレミアムサービス,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0.317776411716492
16101,10743,2014,Ｊ２,第１２節第１日,05/06(火・休),14:04,ファジアーノ岡山,アビスパ福岡,シティライトスタジアム,スカパー！／スカパー！プレミアムサービス／山陽放送,岡山県岡山市北区いずみ町2-1,20000,0.4134791666666667
16102,3388,2014,Ｊ２,第１２節第１日,05/06(火・休),15:01,カマタマーレ讃岐,東京ヴェルディ,香川県立丸亀競技場,スカパー！／スカパー！プレミアムサービス／西日本放送,香川県丸亀市金倉町830,22338,0.15050179474031208
16103,2787,2014,Ｊ２,第１２節第１日,05/06(火・休),16:04,ザスパクサツ群馬,モンテディオ山形,正田醤油スタジアム群馬,スカパー！／スカパー！プレミアムサービス,群馬県前橋市敷島町66,15135,0.2190587740637295
16104,9185,2014,Ｊ２,第１２節第１日,05/06(火・休),16:04,湘南ベルマーレ,栃木ＳＣ,Ｓｈｏｎａｎ　ＢＭＷスタジアム平塚,スカパー！／スカパー！プレミアムサービス,神奈川県平塚市大原1-1,15100,0.5248951434878587
16105,8295,2014,Ｊ２,第１２節第１日,05/06(火・休),18:05,愛媛ＦＣ,ジュビロ磐田,ニンジニアスタジアム,スカパー！／スカパー！プレミアムサービス,愛媛県松山市上野町乙46,15576,0.25898818695428866
16106,6524,2014,Ｊ２,第１２節第１日,05/06(火・休),19:04,ＦＣ岐阜,ジェフユナイテッド千葉,岐阜メモリアルセンター長良川競技場,スカパー！／スカパー！プレミアムサービス,岐阜県岐阜市長良福光大野2675-28,20000,0.3971807692307693
16107,5812,2014,Ｊ２,第１３節第１日,05/11(日),13:04,モンテディオ山形,ジェフユナイテッド千葉,ＮＤソフトスタジアム山形,スカパー！／スカパー！プレミアムサービス／ＮＨＫ山形,山形県天童市山王1-1,21292,0.28629297388690594
16108,5053,2014,Ｊ２,第１３節第１日,05/11(日),13:04,水戸ホーリーホック,ＦＣ岐阜,ケーズデンキスタジアム水戸,スカパー！／スカパー！プレミアムサービス,茨城県水戸市小吹町2058-1,12000,0.3853958333333334
16109,4200,2014,Ｊ２,第１３節第１日,05/11(日),13:03,栃木ＳＣ,ファジアーノ岡山,栃木県グリーンスタジアム,スカパー！／スカパー！プレミアムサービス／とちぎテレビ（録）,栃木県宇都宮市清原工業団地32,15589,0.3370581820514465
16110,11054,2014,Ｊ２,第１３節第１日,05/11(日),13:03,松本山雅ＦＣ,横浜ＦＣ,松本平広域公園総合球技場,スカパー！／スカパー！プレミアムサービス／長野放送,長野県松本市神林5300,20396,0.5906346015558607
16111,5417,2014,Ｊ２,第１３節第１日,05/11(日),13:04,京都サンガF.C.,Ｖ・ファーレン長崎,鹿児島県立鴨池陸上競技場 ,スカパー！／スカパー！プレミアムサービス,鹿児島県鹿児島市与次郎2-2-2,19934,0.2717467643222635
16112,5708,2014,Ｊ２,第１３節第１日,05/11(日),14:04,アビスパ福岡,カターレ富山,レベルファイブスタジアム,スカパー！／スカパー！プレミアムサービス,福岡県福岡市博多区東平尾公園2-1-1,22563,0.23257102335682314
16113,2929,2014,Ｊ２,第１３節第１日,05/11(日),16:04,ザスパクサツ群馬,カマタマーレ讃岐,正田醤油スタジアム群馬,スカパー！／スカパー！プレミアムサービス,群馬県前橋市敷島町66,15135,0.2190587740637295
16114,3478,2014,Ｊ２,第１３節第１日,05/11(日),16:03,東京ヴェルディ,ギラヴァンツ北九州,味の素スタジアム,スカパー！／スカパー！プレミアムサービス,東京都調布市西町376-3,49970,0.10955073043826297
16115,7739,2014,Ｊ２,第１３節第１日,05/11(日),16:04,ジュビロ磐田,大分トリニータ,ヤマハスタジアム（磐田）,スカパー！／スカパー！プレミアムサービス,静岡県磐田市新貝2500,15165,0.5819523700829339
16116,6517,2014,Ｊ２,第１３節第１日,05/11(日),16:03,ロアッソ熊本,湘南ベルマーレ,うまかな・よかなスタジアム,スカパー！／スカパー！プレミアムサービス,熊本県熊本市東区平山町2776,32000,0.2360375
16117,6646,2014,Ｊ２,第１３節第２日,05/12(月),19:03,コンサドーレ札幌,愛媛ＦＣ,札幌ドーム,スカパー！／スカパー！プレミアムサービス,北海道札幌市豊平区羊ヶ丘1,39232,0.2905867659053833
16118,6276,2014,Ｊ２,第１４節第１日,05/18(日),13:04,モンテディオ山形,松本山雅ＦＣ,ＮＤソフトスタジアム山形,スカパー！／スカパー！プレミアムサービス,山形県天童市山王1-1,21292,0.28629297388690594
16119,10756,2014,Ｊ２,第１４節第１日,05/18(日),13:03,ファジアーノ岡山,ＦＣ岐阜,シティライトスタジアム,スカパー！／スカパー！プレミアムサービス／岡山放送,岡山県岡山市北区いずみ町2-1,20000,0.4134791666666667
16120,7166,2014,Ｊ２,第１４節第１日,05/18(日),13:04,愛媛ＦＣ,カマタマーレ讃岐,ニンジニアスタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ松山／ＮＨＫ高松,愛媛県松山市上野町乙46,15576,0.25898818695428866
16121,4016,2014,Ｊ２,第１４節第１日,05/18(日),13:03,Ｖ・ファーレン長崎,栃木ＳＣ,長崎県立総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス／長崎国際テレビ,長崎県諫早市宇都町27-1,20246,0.20680216668313087
16122,7034,2014,Ｊ２,第１４節第１日,05/18(日),13:03,大分トリニータ,横浜ＦＣ,大分銀行ドーム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ大分,大分県大分市大字横尾1351,40000,0.18683125000000006
16123,2766,2014,Ｊ２,第１４節第１日,05/18(日),14:03,ギラヴァンツ北九州,ザスパクサツ群馬,北九州市立本城陸上競技場,スカパー！／スカパー！プレミアムサービス,福岡県北九州市八幡西区御開4-16-1,10202,0.3222244004443573
16124,4268,2014,Ｊ２,第１４節第１日,05/18(日),14:03,ロアッソ熊本,東京ヴェルディ,熊本市水前寺競技場,スカパー！／スカパー！プレミアムサービス,熊本県熊本市中央区水前寺5-23-3,15000,0.2616
16125,4423,2014,Ｊ２,第１４節第１日,05/18(日),16:03,水戸ホーリーホック,京都サンガF.C.,ケーズデンキスタジアム水戸,スカパー！／スカパー！プレミアムサービス,茨城県水戸市小吹町2058-1,12000,0.3853958333333334
16126,9480,2014,Ｊ２,第１４節第１日,05/18(日),16:03,ジェフユナイテッド千葉,コンサドーレ札幌,フクダ電子アリーナ,スカパー！／スカパー！プレミアムサービス,千葉県千葉市中央区川崎町1-20,18500,0.4920360360360361
16127,8069,2014,Ｊ２,第１４節第１日,05/18(日),16:04,湘南ベルマーレ,アビスパ福岡,Ｓｈｏｎａｎ　ＢＭＷスタジアム平塚,スカパー！／スカパー！プレミアムサービス,神奈川県平塚市大原1-1,15100,0.5248951434878587
16128,8018,2014,Ｊ２,第１４節第１日,05/18(日),16:04,カターレ富山,ジュビロ磐田,富山県総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス,富山県富山市南中田368,25250,0.18005610561056107
16129,3536,2014,Ｊ２,第１５節第１日,05/24(土),13:03,栃木ＳＣ,ロアッソ熊本,栃木県グリーンスタジアム,スカパー！／スカパー！プレミアムサービス／とちぎテレビ（録）,栃木県宇都宮市清原工業団地32,15589,0.3370581820514465
16130,5887,2014,Ｊ２,第１５節第１日,05/24(土),13:03,横浜ＦＣ,ジェフユナイテッド千葉,ニッパツ三ツ沢球技場,スカパー！／スカパー！プレミアムサービス,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0.317776411716492
16131,2851,2014,Ｊ２,第１５節第１日,05/24(土),13:04,愛媛ＦＣ,湘南ベルマーレ,ニンジニアスタジアム,スカパー！／スカパー！プレミアムサービス,愛媛県松山市上野町乙46,15576,0.25898818695428866
16132,9085,2014,Ｊ２,第１５節第１日,05/24(土),14:04,京都サンガF.C.,ザスパクサツ群馬,京都市西京極総合運動公園陸上競技場兼球技場,スカパー！／スカパー！プレミアムサービス／ＮＨＫ京都／ＮＨＫ前橋／ＫＢＳ京都（録）,京都府京都市右京区西京極新明町29,20588,0.3784874684282106
16133,3250,2014,Ｊ２,第１５節第１日,05/24(土),16:03,東京ヴェルディ,大分トリニータ,味の素スタジアム,スカパー！／スカパー！プレミアムサービス,東京都調布市西町376-3,49970,0.10955073043826297
16134,3583,2014,Ｊ２,第１５節第１日,05/24(土),16:03,アビスパ福岡,モンテディオ山形,レベルファイブスタジアム,スカパー！／スカパー！プレミアムサービス,福岡県福岡市博多区東平尾公園2-1-1,22563,0.23257102335682314
16135,15597,2014,Ｊ２,第１５節第１日,05/24(土),19:04,松本山雅ＦＣ,ジュビロ磐田,松本平広域公園総合球技場,スカパー！／スカパー！プレミアムサービス,長野県松本市神林5300,20396,0.5906346015558607
16136,7290,2014,Ｊ２,第１５節第１日,05/24(土),19:03,ファジアーノ岡山,Ｖ・ファーレン長崎,シティライトスタジアム,スカパー！／スカパー！プレミアムサービス,岡山県岡山市北区いずみ町2-1,20000,0.4134791666666667
16137,2772,2014,Ｊ２,第１５節第１日,05/24(土),19:03,カマタマーレ讃岐,カターレ富山,香川県立丸亀競技場,スカパー！／スカパー！プレミアムサービス,香川県丸亀市金倉町830,22338,0.15050179474031208
16138,6966,2014,Ｊ２,第１５節第２日,05/25(日),19:03,コンサドーレ札幌,水戸ホーリーホック,札幌ドーム,スカパー！／スカパー！プレミアムサービス,北海道札幌市豊平区羊ヶ丘1,39232,0.2905867659053833
16139,4330,2014,Ｊ２,第１５節第２日,05/25(日),19:04,ＦＣ岐阜,ギラヴァンツ北九州,岐阜メモリアルセンター長良川競技場,スカパー！／スカパー！プレミアムサービス,岐阜県岐阜市長良福光大野2675-28,20000,0.3971807692307693
16140,4115,2014,Ｊ２,第１６節第１日,05/31(土),13:04,ザスパクサツ群馬,横浜ＦＣ,正田醤油スタジアム群馬,スカパー！／スカパー！プレミアムサービス／群馬テレビ,群馬県前橋市敷島町66,15135,0.2190587740637295
16141,8016,2014,Ｊ２,第１６節第１日,05/31(土),13:04,ジュビロ磐田,ファジアーノ岡山,ヤマハスタジアム（磐田）,スカパー！／スカパー！プレミアムサービス,静岡県磐田市新貝2500,15165,0.5819523700829339
16142,3031,2014,Ｊ２,第１６節第１日,05/31(土),13:03,Ｖ・ファーレン長崎,カマタマーレ讃岐,長崎県立総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス,長崎県諫早市宇都町27-1,20246,0.20680216668313087
16143,8851,2014,Ｊ２,第１６節第１日,05/31(土),14:03,コンサドーレ札幌,アビスパ福岡,札幌厚別公園競技場,スカパー！／スカパー！プレミアムサービス,北海道札幌市厚別区上野幌3条1-2-1,19620,0.3905538566089025
16144,3112,2014,Ｊ２,第１６節第１日,05/31(土),14:03,ギラヴァンツ北九州,栃木ＳＣ,北九州市立本城陸上競技場,スカパー！／スカパー！プレミアムサービス,福岡県北九州市八幡西区御開4-16-1,10202,0.3222244004443573
16145,3580,2014,Ｊ２,第１６節第１日,05/31(土),14:03,ロアッソ熊本,カターレ富山,熊本市水前寺競技場,スカパー！／スカパー！プレミアムサービス／熊本放送,熊本県熊本市中央区水前寺5-23-3,15000,0.2616
16146,5060,2014,Ｊ２,第１６節第１日,05/31(土),16:03,水戸ホーリーホック,松本山雅ＦＣ,ケーズデンキスタジアム水戸,スカパー！／スカパー！プレミアムサービス,茨城県水戸市小吹町2058-1,12000,0.3853958333333334
